# $Id: steel_magfieldmap.dat,v 1.1 2007/08/24 14:52:43 fisyak Exp $
# $Log: steel_magfieldmap.dat,v $
# Revision 1.1  2007/08/24 14:52:43  fisyak
# Add mag. field map in steel
#
#Magentic field map was calculated by Wuzheng Meng from CAD.
#This calculation was done in the 3D OPERA frame.
#The magnetic steel and coils were in the simulation. 
#z 0-150 cm, phi 0-12 degree,r 222-440cm.
#115 r bin from 222-440cm
#16 z bin  from 0 to 150 cm.
#25 phi bin from 0 to 12 degree. 
#Please note br(phi)=br(phi+12*N),  bphi(phi)=bphi(phi+12*N),  bz(phi)=bz(phi+12*N);
# r     z   phi    bx        bz   by
---------------------------------------------------------< start of table
279    50    0    617.029    2905.98    0.0117863
279    60    0    -18.6472    2854.42    0.00887443
279    70    0    -812.253    2913.22    0.00538136
279    80    0    -380.458    2989.22    0.0025277
279    90    0    -25.0782    3016.77    -0.000416531
279    100    0    333.102    2989.74    -0.00286907
279    110    0    773.951    2917.13    -0.00366654
279    120    0    -217.96    2876.09    -0.00350152
279    130    0    -671.226    2944.4    -0.00147588
279    140    0    -265.065    3009.6    0.00275375
279    150    0    81.8321    3024.31    0.00919347
280    0    0    0    2612.72    0
280    10    0    -1071    2669.91    0.00678396
280    20    0    -573.553    2761    0.0113544
280    30    0    -182.536    2810.96    0.0128121
280    40    0    189.085    2808.77    0.012204
280    50    0    621.575    2762.22    0.0104567
280    60    0    -18.6119    2719.99    0.00779197
280    70    0    -817.41    2770.11    0.00461509
280    80    0    -383.904    2834.64    0.00154539
280    90    0    -24.9649    2858.73    -0.00185053
280    100    0    336.713    2835.75    -0.00473276
280    110    0    778.694    2774.99    -0.00575103
280    120    0    -219.116    2740.69    -0.00541008
280    130    0    -676.33    2798.11    -0.00338248
280    140    0    -267.817    2853.36    0.000296723
280    150    0    82.5941    2866.14    0.00591993
281    0    0    0    2487.52    0
281    10    0    -1076    2534.84    0.00702138
281    20    0    -577.905    2611.34    0.0113614
281    30    0    -183.893    2655.27    0.0122681
281    40    0    190.725    2654.99    0.0110152
281    50    0    624.779    2618.42    0.0089239
281    60    0    -18.6294    2584.97    0.00653908
281    70    0    -821.17    2626.9    0.00372613
281    80    0    -386.559    2680.33    0.00040746
281    90    0    -24.8699    2700.99    -0.00350063
281    100    0    339.489    2682.01    -0.00684904
281    110    0    782.112    2632.66    -0.00810914
281    120    0    -219.933    2604.69    -0.00757492
281    130    0    -680.078    2651.83    -0.00554112
281    140    0    -269.961    2697.39    -0.00245006
281    150    0    83.1546    2708.26    0.00230942
282    0    0    0    2361.84    0
282    10    0    -1079.33    2399.62    0.00724786
282    20    0    -581.118    2461.85    0.0113427
282    30    0    -185.029    2499.82    0.0116503
282    40    0    191.724    2501.41    0.00966574
282    50    0    626.68    2474.58    0.00718781
282    60    0    -18.6952    2449.57    0.00511576
282    70    0    -823.576    2483.61    0.00271448
282    80    0    -388.426    2526.18    -0.000886098
282    90    0    -24.7935    2543.46    -0.00536682
282    100    0    341.432    2528.42    -0.00921789
282    110    0    784.248    2490.2    -0.0107409
282    120    0    -220.425    2468.33    -0.00999602
282    130    0    -682.5    2505.54    -0.00795177
282    140    0    -271.495    2541.6    -0.00548661
282    150    0    83.5129    2550.59    -0.00163805
283    0    0    0    2235.03    0
283    10    0    -1082.51    2263.91    0.00730388
283    20    0    -584.571    2312.72    0.01111
283    30    0    -186.303    2344.99    0.0108588
283    40    0    192.479    2348.28    0.00820668
283    50    0    628.08    2330.58    0.00536284
283    60    0    -18.8515    2313.39    0.00350542
283    70    0    -825.852    2340.07    0.0014071
283    80    0    -390.412    2372.45    -0.002464
283    90    0    -24.6729    2386.51    -0.00745467
283    100    0    343.273    2375.2    -0.0117557
283    110    0    786.02    2347.38    -0.0135513
283    120    0    -220.835    2331.17    -0.0127078
283    130    0    -684.712    2359.14    -0.0107448
283    140    0    -273.072    2386.24    -0.00888841
283    150    0    83.9082    2393.46    -0.00589793
284    0    0    0    2105.87    0
284    10    0    -1087.81    2127.18    0.00684471
284    20    0    -590.323    2164.36    0.0102521
284    30    0    -188.232    2191.47    0.00968125
284    40    0    193.681    2196.13    0.00677571
284    50    0    630.275    2186.21    0.00373056
284    60    0    -19.1463    2175.56    0.00169255
284    70    0    -829.845    2195.98    -0.000569586
284    80    0    -393.889    2219.59    -0.00459873
284    90    0    -24.4077    2230.77    -0.00975586
284    100    0    346.143    2222.74    -0.0142559
284    110    0    788.843    2203.8    -0.0163079
284    120    0    -221.529    2192.35    -0.0157659
284    130    0    -688.412    2212.49    -0.0141866
284    140    0    -275.686    2231.82    -0.0127967
284    150    0    84.7348    2237.47    -0.0103862
285    0    0    0    1977.53    0
285    10    0    -1090.35    1990.65    0.00632713
285    20    0    -593.881    2015.71    0.00930619
285    30    0    -189.626    2037.66    0.00840513
285    40    0    194.095    2043.71    0.00524258
285    50    0    630.72    2041.84    0.00198408
285    60    0    -19.4311    2038.42    -0.000263212
285    70    0    -831.581    2051.95    -0.00271986
285    80    0    -395.91    2066.44    -0.00691827
285    90    0    -24.1978    2074.75    -0.0122423
285    100    0    347.689    2070    -0.0169424
285    110    0    789.769    2060.37    -0.0192662
285    120    0    -221.726    2054.21    -0.0190609
285    130    0    -689.999    2065.78    -0.0178946
285    140    0    -277.232    2077.12    -0.0169821
285    150    0    85.2359    2081.21    -0.0151546
286    0    0    0    1850.32    0
286    10    0    -1090.04    1854.38    0.00575115
286    20    0    -595.243    1866.65    0.00827237
286    30    0    -190.488    1883.46    0.00703046
286    40    0    193.722    1890.92    0.00360731
286    50    0    629.352    1897.47    0.000123391
286    60    0    -19.7136    1902.23    -0.00236186
286    70    0    -830.99    1908.01    -0.00504372
286    80    0    -396.476    1912.89    -0.00942262
286    90    0    -24.0429    1918.35    -0.0149141
286    100    0    347.902    1916.87    -0.0198153
286    110    0    788.721    1917.16    -0.0224261
286    120    0    -221.398    1916.98    -0.0225927
286    130    0    -689.417    1918.97    -0.0218688
286    140    0    -277.714    1922.06    -0.0214447
286    150    0    85.414    1924.59    -0.0202032
287    0    0    0    1724.51    0
287    10    0    -1086.77    1718.41    0.00511677
287    20    0    -594.406    1717.07    0.0071506
287    30    0    -190.824    1728.78    0.00555723
287    40    0    192.562    1737.66    0.00186988
287    50    0    626.077    1753.08    -0.00185149
287    60    0    -20.0054    1767.26    -0.00460339
287    70    0    -827.969    1764.16    -0.00754117
287    80    0    -395.588    1758.84    -0.0121118
287    90    0    -23.9423    1761.49    -0.0177712
287    100    0    346.782    1763.24    -0.0228744
287    110    0    785.586    1774.19    -0.0257878
287    120    0    -220.51    1780.95    -0.0263614
287    130    0    -686.591    1772.01    -0.0261093
287    140    0    -277.137    1766.52    -0.0261846
287    150    0    85.2724    1767.51    -0.0255319
288    0    0    0    1600.43    0
288    10    0    -1080.39    1582.78    0.00442398
288    20    0    -591.37    1566.83    0.00594088
288    30    0    -190.639    1573.52    0.00398544
288    40    0    190.622    1583.82    3.0308e-05
288    50    0    620.776    1608.62    -0.00394058
288    60    0    -20.3217    1633.82    -0.00698782
288    70    0    -822.383    1620.39    -0.0102122
288    80    0    -393.25    1604.2    -0.0149858
288    90    0    -23.8948    1604.08    -0.0208135
288    100    0    344.327    1609.02    -0.0261198
288    110    0    780.215    1631.51    -0.0293512
288    120    0    -219.008    1646.4    -0.0303669
288    130    0    -681.42    1624.85    -0.0306159
288    140    0    -275.507    1610.42    -0.0312016
288    150    0    84.8158    1609.89    -0.0311408
289    0    0    0    1478.42    0
289    10    0    -1070.68    1447.51    0.00367279
289    20    0    -586.14    1415.8    0.00464321
289    30    0    -189.94    1417.59    0.00231511
289    40    0    187.908    1429.29    -0.00191142
289    50    0    613.295    1464.04    -0.00614387
289    60    0    -20.6826    1502.27    -0.00951513
289    70    0    -814.059    1476.67    -0.0130568
289    80    0    -389.468    1448.84    -0.0180445
289    90    0    -23.8995    1446.03    -0.0240412
289    100    0    340.539    1454.08    -0.0295515
289    110    0    772.412    1489.13    -0.0331162
289    120    0    -216.827    1513.69    -0.0346093
289    130    0    -673.783    1477.39    -0.0353888
289    140    0    -272.839    1453.64    -0.0364959
289    150    0    84.0501    1451.64    -0.0370299
290    0    0    0    1358.86    0
290    10    0    -1057.39    1312.62    0.0028632
290    20    0    -578.726    1263.84    0.0032576
290    30    0    -188.735    1260.91    0.000546216
290    40    0    184.435    1273.97    -0.0039553
290    50    0    603.45    1319.25    -0.00846136
290    60    0    -21.1135    1373    -0.0121853
290    70    0    -802.781    1332.96    -0.016075
290    80    0    -384.256    1292.65    -0.0212881
290    90    0    -23.9546    1287.27    -0.0274541
290    100    0    335.425    1298.3    -0.0331696
290    110    0    761.929    1347.06    -0.037083
290    120    0    -213.88    1383.19    -0.0390885
290    130    0    -663.535    1329.51    -0.040428
290    140    0    -269.146    1296.1    -0.0420673
290    150    0    82.9827    1292.69    -0.0431991
291    0    0    0    1242.14    0
291    10    0    -1040.19    1178.09    0.00199521
291    20    0    -569.148    1110.79    0.00178404
291    30    0    -187.035    1103.38    -0.00132123
291    40    0    180.222    1117.73    -0.00610133
291    50    0    591.02    1174.11    -0.010893
291    60    0    -21.6455    1246.49    -0.0149984
291    70    0    -788.287    1189.14    -0.0192668
291    80    0    -377.635    1135.52    -0.0247166
291    90    0    -24.0584    1127.71    -0.0310523
291    100    0    329.003    1141.57    -0.0369739
291    110    0    748.454    1205.25    -0.0412514
291    120    0    -210.062    1255.37    -0.0438045
291    130    0    -650.513    1181.06    -0.0457333
291    140    0    -264.452    1137.68    -0.0479159
291    150    0    81.6229    1132.94    -0.0496485
292    0    0    0    1128.72    0
292    10    0    -1018.67    1043.89    0.00106881
292    20    0    -557.443    956.51    0.000222539
292    30    0    -184.851    944.938    -0.00328723
292    40    0    175.298    960.468    -0.00834951
292    50    0    575.752    1028.42    -0.0134389
292    60    0    -22.3157    1123.28    -0.0179544
292    70    0    -770.258    1045.07    -0.0226322
292    80    0    -369.635    977.324    -0.0283298
292    90    0    -24.2085    967.284    -0.0348358
292    100    0    321.299    983.733    -0.0409645
292    110    0    731.598    1063.63    -0.0456216
292    120    0    -205.246    1130.75    -0.0487574
292    130    0    -634.538    1031.81    -0.0513049
292    140    0    -258.785    978.296    -0.0540417
292    150    0    79.9818    972.334    -0.0563781
293    0    0    0    1023.04    0
293    10    0    -982.914    911.261    5.85053e-05
293    20    0    -534.763    799.361    -0.00156601
293    30    0    -177.796    783.887    -0.00567972
293    40    0    168.035    800.328    -0.0112109
293    50    0    553.149    882.237    -0.0167429
293    60    0    -21.4178    1007.08    -0.0216942
293    70    0    -740.545    901.114    -0.0267954
293    80    0    -354.372    816.451    -0.0328583
293    90    0    -23.287    804.387    -0.0396854
293    100    0    308.122    823.291    -0.0461736
293    110    0    705.501    923.122    -0.0513241
293    120    0    -197.313    1013.03    -0.0550931
293    130    0    -608.67    881.491    -0.0583067
293    140    0    -248.174    816.185    -0.0617727
293    150    0    76.819    809.188    -0.0649296
294    0    0    0    923.852    0
294    10    0    -936.927    779.549    -0.000947712
294    20    0    -505.652    639.869    -0.00340284
294    30    0    -167.966    620.771    -0.00820956
294    40    0    159.248    637.913    -0.0142966
294    50    0    524.965    735.044    -0.0203348
294    60    0    -19.802    897.215    -0.0257143
294    70    0    -702.636    756.672    -0.0312248
294    80    0    -334.867    653.43    -0.0377047
294    90    0    -21.7553    639.532    -0.0449274
294    100    0    291.61    660.719    -0.0518488
294    110    0    672.219    782.997    -0.0575371
294    120    0    -187.072    901.548    -0.0619347
294    130    0    -576.139    729.767    -0.0658114
294    140    0    -234.663    651.934    -0.0700769
294    150    0    72.7648    644.05    -0.074146
295    0    0    0    829.492    0
295    10    0    -885.1    647.683    -0.00191893
295    20    0    -475.283    478.695    -0.00518503
295    30    0    -157.858    456.403    -0.0106629
295    40    0    149.935    474.08    -0.0172868
295    50    0    493.309    586.071    -0.0238161
295    60    0    -18.4877    792.777    -0.0296103
295    70    0    -660.489    610.791    -0.0355175
295    80    0    -314.569    488.98    -0.0424028
295    90    0    -20.2246    473.498    -0.0500098
295    100    0    274.246    496.657    -0.0573514
295    110    0    634.037    642.156    -0.0635613
295    120    0    -175.493    795.434    -0.0685643
295    130    0    -540.69    576.127    -0.0730815
295    140    0    -220.592    486.366    -0.0781184
295    150    0    68.544    477.73    -0.0830658
296    0    0    0    740.471    0
296    10    0    -826.095    515    -0.00285516
296    20    0    -443.785    315.69    -0.00691256
296    30    0    -147.488    290.729    -0.0130396
296    40    0    140.172    308.739    -0.0201816
296    50    0    457.999    434.497    -0.0271868
296    60    0    -17.4952    694.683    -0.0333822
296    70    0    -613.651    462.543    -0.0396735
296    80    0    -293.568    323.001    -0.0469524
296    90    0    -18.6907    306.236    -0.0549325
296    100    0    256.133    330.986    -0.0626811
296    110    0    590.013    499.697    -0.0693968
296    120    0    -162.487    695.668    -0.0749817
296    130    0    -502.337    419.924    -0.080117
296    140    0    -206.027    319.404    -0.0858974
296    150    0    64.1764    310.179    -0.0916888
297    0    0    0    657.26    0
297    10    0    -757.971    380.093    -0.00375639
297    20    0    -411.319    150.725    -0.00858544
297    30    0    -136.875    123.706    -0.0153399
297    40    0    130.047    141.815    -0.022981
297    50    0    419.102    279.243    -0.0304468
297    60    0    -16.8082    603.855    -0.0370298
297    70    0    -561.875    310.536    -0.0436928
297    80    0    -271.968    155.408    -0.0513536
297    90    0    -17.1496    137.707    -0.0596955
297    100    0    237.396    163.603    -0.0678382
297    110    0    539.108    353.972    -0.0750435
297    120    0    -148.088    603.285    -0.0811869
297    130    0    -461.304    260.404    -0.0869178
297    140    0    -191.045    150.986    -0.0934138
297    150    0    59.6829    141.355    -0.100015
298    0    0    0    580.241    0
298    10    0    -678.032    239.506    -0.00462262
298    20    0    -378.068    -16.3029    -0.0102037
298    30    0    -126.038    -44.7009    -0.0175636
298    40    0    119.657    -26.7493    -0.0256849
298    50    0    377.163    119.056    -0.0335962
298    60    0    -16.3554    521.116    -0.0405532
298    70    0    -505.529    152.873    -0.0475754
298    80    0    -249.888    -13.8632    -0.0556064
298    90    0    -15.5967    -32.123    -0.0642989
298    100    0    218.176    -5.57126    -0.0728226
298    110    0    480.718    201.992    -0.0805014
298    120    0    -132.534    519.263    -0.0871801
298    130    0    -418.122    96.8012    -0.0934839
298    140    0    -175.728    -18.9378    -0.100668
298    150    0    55.0854    -28.7765    -0.108045
299    0    0    0    509.668    0
299    10    0    -585.534    84.3045    -0.00545386
299    20    0    -344.235    -185.458    -0.0117673
299    30    0    -114.997    -214.517    -0.0197107
299    40    0    109.106    -196.994    -0.0282933
299    50    0    333.408    -47.1805    -0.036635
299    60    0    -16.005    447.047    -0.0439525
299    70    0    -446.192    -12.4275    -0.0513213
299    80    0    -227.454    -184.856    -0.0597107
299    90    0    -14.0275    -203.275    -0.0687426
299    100    0    198.628    -176.589    -0.0776342
299    110    0    416.51    39.3022    -0.0857705
299    120    0    -116.31    444.325    -0.092961
299    130    0    -373.668    -71.4863    -0.0998154
299    140    0    -160.164    -190.4    -0.107659
299    150    0    50.4066    -200.237    -0.115778
300    0    0    0    445.633    0
300    10    0    -492.855    98.3689    -0.0062501
300    20    0    -310.03    -164.073    -0.0132762
300    30    0    -103.772    -193.065    -0.0217813
300    40    0    98.5023    -176.243    -0.0308062
300    50    0    289.625    -27.229    -0.0395632
300    60    0    -15.5841    381.856    -0.0472275
300    70    0    -386.701    6.41707    -0.0549305
300    80    0    -204.797    -164.897    -0.0636667
300    90    0    -12.4372    -183.071    -0.0730266
300    100    0    178.914    -156.778    -0.0822731
300    110    0    352.254    55.9205    -0.0908509
300    120    0    -100.069    378.741    -0.0985299
300    130    0    -329.06    -51.992    -0.105912
300    140    0    -144.441    -170.722    -0.114387
300    150    0    45.6696    -180.349    -0.123215
301    0    0    0    388.058    0
